character,content,scene,sound,Cmt
N,N,X,X,"Chắc chưa đủ trải nghiệm nên coi phim cũng thấy bình thường , cuộc đời Mai bị đẩy vào nghịch cảnh từ nhỏ hết bán **** lo cho mẹ nằm bv xong tự t* , lớn lên thì cha báo cờ bạc từ 50tr lên 500tr , xong khúc cuối phim kể lại chuyện cũ để"
N,P,P,X,"Thích mấy đoạn jumpscare. Cốt truyện ổn, k quá đặt sắc, ( khiến mình thắc mắc khá nhiều, k giải đáp được nên k nắm được) nhân vật thì ..hơi stupid tí, còn mình thấy ổn"
X,X,X,X,",🐳🥀❤️Tạm Ổn . ko quá Kịch tính hay Thú vị như các Phim Anh hùng khác vẫn sẽ ủng hộ"
X,X,O,X,"Phục trang phù hợp với thời kỳ của phim, nhưng không quá độc đáo."
P,X,X,X,Fubao yêu lắm luônnnnnnn
N,X,X,X,Diễn viên chính không tạo được điểm nhấn nào trong toàn bộ phim.
X,X,X,O,"Tiếng động trong các cảnh chiến đấu rõ ràng, nhưng không mạnh mẽ."
O,O,O,X,phim lấy cốt truyện từ phim cũ . nếu ai nghiền phim thì chắc sẽ biết đơn giãn là cảnh sát làm hung thủ và biết hết đc hành tung của cảnh sát nói chung xem giải trí cũng oke
X,X,X,O,"Hiệu ứng âm thanh ổn, nhưng thiếu sự độc đáo."
X,X,X,X,"Đi coi đi chời ơiii, ta nói nó hay dã man ❤️❤️❤️"
X,X,X,N,"Âm thanh các cảnh đấu tranh nghe rõ, nhưng thiếu sự kịch tính."
X,X,X,X,Phim đáng xem quá nè
X,X,X,X,Đối với fan DC thì đây là bộ phim bám khá sát và cháy nhưng chưa đủ với một fan gạo cội. Nhưng đối với khán giả chưa tiếp cận nội dung DC bao giờ thì bộ phim làm khá tốt việc tiếp cận người xem mới.Nói chung chúc mừng Flash đã đem đến góc nhìn rất tốt về DC
P,O,O,X,"Với 1 đứa mê hành động, hình sự Hàn như mình thì phim khá mãn nhãn. Ko có plot twist, nhưng tâm lý và thủ đoạn của hung thủ làm mình bất ngờ, xem phải há mồm miết. Xem mới hiểu tại sao phim gắn T18, tại sợ nhất là cái chết dc báo trc 😐"
X,X,X,X,"Phim thật sự hay , người ở quê đi học đi làm xa sẽ cảm nhận rõ hơn về bộ phim này, đáng xem nha mọi người. Còn ai chê phim thì nên xem lại nhé.🤣🤣🤣"
P,X,P,P,"Fim hay, diễn viên đẹp, nhạc cực hay, đồ hoạ đỉnh, ko gì để chê 🥰"
X,X,X,N,Lồng tiếng không tạo được sự thuyết phục cho các nhân vật.
X,X,P,X,phim hay. đáng xem. Nhiều tình tiết bất ngờ và hài hước
X,X,X,X,"tôi rất hài lòng, và cảm thấy đáng đi xem 😍"
X,X,X,O,"Tiếng động trong các cảnh ngoài trời nghe rõ ràng, nhưng không ấn tượng."
X,X,X,X,Nói chung là phim xem về ai cũng chê
P,X,X,X,Chưa bao giờ nghi ngờ về độ cười trong tụi minion😂😂😂
X,O,X,X,Thề lần đầu tiên thấy có một bộ phim đáng xem như vậy Lần đầu xem ma Indo và thấy ăn đứt ma Thái Phim vừa hồi hộp vừa cảm động Tuy rằng khúc cuối hơi lãng xẹt một chút nhưng cũng là khoảng lặng để mn ngẫm lại Nói chung là đáng xem và rcm mọi người ra rạp để trải nhiệm nhé😁😁😁
N,N,P,P,"Bộ phim có hình ảnh đẹp và những yếu tố gây cười khá dễ chịu, nhưng nhân vật phản diện lại không có chiều sâu, có phần thiếu thuyết phục. Khúc đánh bài cũng khá thiếu logic. Phim thích hợp để giải trí, nhất là đối với trẻ nhỏ, nhưng nếu so với các phần trước thì có phần không bằng. Âm thanh trong phim khá ổn, tuy nhiên, ở những tình huống căng thẳng, âm thanh có thể đã được làm sắc nét hơn để tăng tính kịch tính."
X,X,X,X,Xem trailer đã khóc huhu rồi 🥺
P,X,P,X,"Rất là hay luôn, cảnh phim đỉnh cao, diễn xuất đỉnh"
X,O,X,X,Tựa phim này xem đi xem lại thì vẫn khóc như ngày nào.... Chiến tranh gây ra bao nhiêu sự mất mát. #ghibli
X,P,X,P,"Lật mặt 7: Một điều ước Là một bộ phim em coi đi coi lại đã 5 lần nhưng chưa hề thấy chán, vì đó cũng chính là gia đình của em. Em cũng muốn một lần đưa mẹ đi xem nhưng mà hiện tại thì em và gia đình không ở gần nhau nên em không thể. Nội dung quá xuất sắc, nhạc rất hay"
O,X,O,X,Phim lúc đầu cười vaii nhưng mà khúc sau khóc quá trời
X,X,X,X,Thề luôn ae phim thật sự rất đỉnh
X,X,O,O,"Hiệu ứng âm thanh và phục trang của các nhân vật không có gì nổi bật, nhưng không làm giảm chất lượng phim."
X,X,X,X,phim làm tớ chẳng hiểu mấy nma vẫn 10 điểm kh có nhưng vì tớ có 1 người xem cùng tuyệt vời 🥲
X,X,X,X,Buồn cười lắm :)))
P,X,X,X,"Tuyệt, không đáng sợ lắm, mê a Samurai"
X,X,X,X,"phim khá hay, mng ai có ý định xem thì nên đi nhaaa"
X,X,O,X,"Bối cảnh và phục trang khá chân thực, nhưng không quá ấn tượng."
X,X,P,X,"Phim hay xuất sắc luôn á má, không được PR rầm rộ mà xem hay đỉnh, đánh nhau ác liệt từng cú đấm cho tới cú đá, lộn nhào phải gọi bằng cụ!"
X,X,O,X,Mình cảm nhận theo hướng ngược lại Theo thực tế con và ba mẹ không ở chung thì mỗi khi ba mẹ tới chơi sẽ là những bữa ăn hay dẫn ba mẹ đi đây đi đó . Lúc này ba mẹ chỉ thầy dc bề nổi trong cuộc sống của các con nhưng với phim Lật Mặt 7 Một Điều Ước người mẹ
X,X,O,N,"Âm thanh yếu kém, không hỗ trợ làm nổi bật được các chi tiết trong trang phục."
X,X,O,X,"Hic đã nghe review nhiều rồi nhưng lần đầu tiên xem , có đoạn khóc rất nhiều nhưng hay nhé"
X,P,O,X,"Bộ phim làm mình rất nhớ bà ngoại của mình trước lúc mất cũng giống bà trong phim. Mình cũng đưa bà đi khám, cũng chăm bà trước lúc mất. Bộ phim mang cảm giác rất gần gũi, nhẹ nhàng mà cũng rất cảm động. Xem khóc và k nghĩ là câu chuyện giống mình như vậy"
X,N,X,X,"cũng được, mà cốt truyện hơi vô lý"
P,P,X,X,phim koi đúng hài luôn đó khúc đầu tháy Anh Tú dài là thấy vui rồi tóm lại phim hài vui hay
X,X,X,X,Mặc dù đã xem trên web nhưng nghe có bản chiếu rạp là phải đi xem lun á tròi. Xem hết rạp này qua rạp khác. Hôm nay suất tui xem là suất chiếu cuối tại Đà Nẵng nên cũm hơi buồn nhưng mà OTP mãi đỉnh mãi real 💙💙
X,O,P,P,"Về âm thanh hình ảnh thì không cần bàn cãi r, mạch phim chậm thời lượng dài nhưng ko phải là 1 bộ phim dở. Thể loại này thật sự kén ng xem vì ko mang tính giải trí hay những cú twist như bao phim khác. Không phù hợp cho ng mất kiên nhẫn hay xem cùng gđ giải"
O,X,X,X,"Các diễn viên phối hợp khá tốt, nhưng không có sự tương tác đột phá."
P,X,X,N,"phim hay, diễn viên xuất sắc, đáng xem"
X,X,X,X,Quá đã luôn đó các bấy bì ơi
X,X,X,X,Hay nhe
X,P,X,O,"Bộ phim giữ được phong độ, có nhiều nút thắt hấp dẫn. Âm thanh và nhạc nền tạo sự tò mò cho phần tiếp theo. Cốt truyện chưa đột phá nhưng tiềm năng lớn."
O,X,X,O,"Âm thanh trong phim giữ ở mức vừa phải, không quá dày đặc."
X,X,X,X,Ủng hộ phim Việt mặc dù mình sợ ma nên nhắm mắt gần hết bộ phim
X,P,X,X,Mot bo phim kha cam đong ve tinh cam gd.Moi nguoi hay mau ra rap nhen
P,O,P,X,"Bị mê ảnh lắm lắm nên cố gắng đu sớm, tới rạp mới biết còn được tặng poster :))). Season này hơi bị đỉnh khi mà có thể diện kiến một dàn cao thủ cũ :)) ba nuôi ba ruột anh Po bao hài nhưng siêu yêu con trai :))) bị mê inner peace and then dinner please :)))"
X,X,X,X,"Phim cho con nít thì coi thấy dc, hài nhẹ, chứ nếu người lớn coi thì ko đặc sắc lắm"
X,X,X,X,"Phim oke lắm, cười xỉu luôn,còn mấy câu hot trend nữa"
P,O,O,N,"Nửa đầu phim khá chán nha, hơi sến. Tuấn Trần thoại mình thấy bị sượng nhiều, còn PAD diễn đạt. Trong phim vai đắt nhất là PAD và cô Hồng Đào, cô đóng hay lắm luôn. Vai Trấn Thành chắc cũng đạt vì lúc ông bố chết tôi mãn nguyện khủng! Mà plot gì ác với Mai ghê, đúng là xé nát trái tim single mom 🥲 chắc mình kp single mom nên thấy ổn chứ đúng là target audience đó có thể họ sẽ tổn thương. Chung quy thì đánh xem, hay hơn nhà bà nữ, tiến bộ nhiều. Mấy nay mạng spoil nhiều mà ending scene vẫn làm mình bất ngờ bởi nhiều yếu tố, dù biết trước kết cục. Nói chung mình khá không thích Trấn Thành (nói giảm nói tránh của từ ghét) nhưng cố giữ cái đầu tỉnh táo khách quan thì thấy phim này chỉn chu, đáng xem. Good job cả đội ngũ."
P,P,O,X,"Theo cảm nhận của mình và các bạn thì phim rất lôi cuốn, vừa đủ kịch tính mà còn pha thêm những tình huống hài hước nữa, ăn tiền nhất thì chắc là visual của anh HaeIn♡(> ਊ<)♡"
X,P,X,X,"Phim ngắn vì chuyển thể từ oneshot của Fujimoto. Nếu bạn chưa xem oneshot này thì cũng nên cân nhắc trước khi xem kẻo vào chê ngắn, chê hụt hẫng thì tội phim :v vì phim hay ạ. Những người làm artist hoặc học ngành mỹ thuật sẽ càng đồng cảm hơn 😭"
X,X,O,N,"Các cảnh hành động có trang phục và bối cảnh ổn, nhưng âm thanh thiếu sức sống."
X,X,X,X,Cho 2 hơi rời rạc quá bị thất vọng tưởng đâu hay lắm nma bth quá
X,P,X,P,"Mình nghe nói có after credit các bạn nhớ ở lại xem nha. Phim hay dễ thương lắm. Nhà Mơ lần này khiến mình khá bất ngờ về hình ảnh và âm thanh, hơn hết là nội dung tuy đơn giản mà trọn trịa."
X,X,O,X,"Phục trang tuy hợp vai diễn, nhưng không tạo được dấu ấn đặc sắc nào."
X,P,X,P,Trời má ơi cốt truyện phim đỉnh nóc kịch trần luôn. 😍😍😍 Nổi da gà. Ai chê thì đi về!!! Tuy không quen với nét hoạt hình nhưng nội dung phim hay không thể chê 😘😘
P,P,O,P,"Hay nha những bạn nào trong hoàn cảnh đó thi cảm rất nhanh còn những bạn nào chưa trong toàn cảnh đó tui tin mắt vẫn đỏ nha, phải nói phim và lòng tiếng rất đời chạm cảm xúc người xem. Rất giống với gia đình và xã hội việt nam đặt biệt là gia đình tôi 80%"
X,X,O,X,Bối cảnh trong phim khá đơn giản nhưng không làm mất đi sự hấp dẫn.
N,O,P,P,"Phim có hình ảnh rất đẹp, trang phục và cảnh quay rất hoài niệm. Mình đã đi xem sau khi thấy những bài viết về trang phục trong phim trên Facebook. Những cảnh quay rất mãn nhãn và đáng xem. Tuy nhiên, phim có nhịp độ khá chậm, kịch bản dễ đoán và hành vi của nhân vật nam chính đôi khi không hợp lý. Phần âm nhạc cũng rất tốt và hỗ trợ tốt cho bầu không khí."
X,P,P,X,phim sợ vãi luôn i bất ngờ mặc dù chưa coi p1 nma coi p2 vẫn hiểu nhe hay xỉuu chuyển cảnh đep
O,P,O,X,"Phim tài liệu về Fubao và những người ông chăm sóc em, cảm động hơn về cách những con người nơi đó cùng nhau yêu thương bảo vệ em, và Fubao đúng nghĩa là công chúa của các ông."
X,X,X,N,Hiệu ứng âm thanh gây cảm giác mệt mỏi khi xem.
X,X,X,O,Lồng tiếng không quá xuất sắc nhưng vẫn hỗ trợ tốt cho nhân vật.
P,P,P,X,"Nói chung lúc đầu hơi dài dòng , nhưng mà khúc sau hay cú bất ngờ luôn má . N9 thì ngon nha 🥹😆 nhưng mà theo tui p1 oki hơn . Độ hù và sợ sệt p2 vừa phải thôi nè . Nói chung mb nên đi coi đi . Phim thâi vẫn tuyệt vời như đó giờ thou nè . Ê bật mí cho nè . Lúc giữa anh Yak bị bắn tau tưởng chết r kh á ai dè đâu khúc sau ảnh xuất hiện má còn sống nha nguyên nhà kh ai chết nè mà còn yêu thưn nhau hơn lúc đầu á"
X,X,X,X,"Đọc cmt thấy hay mà đi xem tuyệt vọng thật sự. Quá nhạt, quá dài dòng ko 1 chút điểm nhấn nd như cái tên fim"
N,N,N,X,"Phim như cái đồng bằng vậy đó bây, xem phim rồi mới thấy múa mời ông hổ về ở An Giang nó còn nhảy đẹp hơn cái điệu múa đuông dừa ngâm nước mắm trong cái bộ phim này Sos phim dở ói, dở dữ thần dỡ hờn dỡ dỗi Tóm tắt sương sương: Gia đình pháp sư đang vui vẻ bên nhau ăn cây cà lem thì bị hại bắt vợ bắt con, ông chồng cay cú thấy vợ mình đăng xuất sever chơi bùa chơi ngải cử ma nữ là bà vợ đăng xuất con cái thằng hại mình, nhỏ con gái xưa bị bắt cóc hên chạy được (thật ra là do 2 thằng bắt cóc nó bị mù bị con cờ u che mù con mắt nên không thấy nhỏ con gái trốn sau cái cây) rồi phim không giải thích bé gái 5 tuổi sống sót kiểu gì chỉ ghi dòng chữ chục năm sau, nhỏ đó nó.hóc phân sinh trưởng level up cấp 20 chả thèm nhớ gì cha nó là ai mà tìm về, rồi như bao mô típ phim máu chó nhỏ này nó thích thằng con trai út của ông trùm hại mình, mà thằng trùm già bị cha của nhỏ này là pháp sư mindreak hại hết đám con cưng, ""rồi thì thầm vào tai anh nói nhỏ em làm minh hôn cho con cả em nha"" để nó có vợ mà đi đầu thay và phim máu chó hơn thằng cha pháp sư cha của nhỏ nữ 9 đề cử nữ 9 là người thích hợp (Vâng thầy bói mà không bói được nhỏ nữ 9 là con gái khi xưa của mình 🫰🫰🫰) dài quá làm biếng viết bây ơi đù giờ nó đang làm lễ minh hôn nó xúi ông già đó cầm dao thịt nhỏ nữ 9 đợi tí xem nốt t rì viu sơ sơ tiếp hén Rồi thằng trùm phát hiện ra thân phận ông pháp sư rổi đang bị rén bốc phốt mở bệnh viện bắt cóc buôn bán nội tạng Thôi t làm biếng rì viu quá bây ơi tóm lại phim dở như quần què pháp sư vẫn thua súng đạn 🫠🫠🫠"
X,X,X,X,"Đúng phim chẳng ra gì chả có cái gì liên kết để tạo cho phim , nó như kiểu 5-6 miếng khối không hoàn chỉnh ghép lại với nhau không có tí gì gọi là đặc sắc . Đi xem chỉ thấy buồn ngủ chả hiểu phim đang kể về cái gì, tóm cái váy lại là rất phí tiền"
N,P,N,N,"Một đứa nhát gan như tui đi xem phim thì: 1. Nhạc phim khúc đầu to hơn cả thoại. Mà dạo đầu thì đang kiểu giới thiệu sơ lược mà không ngje được 2. Diễn xuất của diễn viên đa số đều khá đơ, nhưng đến giữa phim trở đi thì ổn hơn xíu 3. Cái kết thoả mãn tui nha."
X,N,X,X,"Phim như qq vậy á, khỏi coi đỡ tốn tiền, chả hiểu chả có ý nghĩa gì luôn :)). Kết thật là nhảm nhí, nội dung …. Khỏi coi đỡ mất thời gian, đỡ mất tiền"
